Title,Salary,Link,Vaxx
"Data Analyst, Health & Safety Reporting & Metrics",,https://ca.indeed.com/rc/clk?jk=49d3ee39b6239aaa&fccid=537b899e30af3338&vjs=3,True
Sr. Business Analyst,,https://ca.indeed.com/rc/clk?jk=c0441843fea4ab5b&fccid=f057e04c37cca134&vjs=3,True
Business Systems Analyst - Big Data Experience,,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrogmZm_ioA31LIt7fCuO6mizEVMU1WEMzpJ_bjbHLBLArP7YpXIoEGoNNm-On65ux01dYuomC2IZFE4n1c8CTbTJ4CkxU-UhByfghHMwly7m5d2J62yXskQ2nHtesIJku1btPDmBjSSdxDjbT4HITYer8ZO1y8riFUMjmysIQGtzHQg8kCrTfvVFlioONXKt45BNvBRkI8FHE9A1XwEYRnggpxI5GS66C-on6lgsIHiqrdRo-cQ2AG4HPbAqDxlnWVR1ttb8w0KLTMcQiSJg94o9RnnbzwEVQfxEqwlenDqGxQh7_orwbvKk2NqPzTn945_UOnh7qzU1SIhITrmouW4v5BnywixEthzQkEXvnNtzkKa6TSHhZZxJaHfuoO1118VszaZ-1dSCpEjKaOgSzf-sU-OfVzc7i2AGxaB0u4Lzs_fTuqfsUvTEQCt6NACsNW0DQ58qpKb3sRqGb5cPfx1TSjtlZUeqslrgf1jnVg9GjlYVh-STyDehJtrmPgUuJTi3N3gdtIg==&p=0&fvj=1&vjs=3,False
Business Analyst / User Acceptance Tester (UAT),,https://ca.indeed.com/rc/clk?jk=07ae172b4087dd88&fccid=ed81336789a877c2&vjs=3,False
Data Science Analyst,"$62,166 - $77,688 a year",https://ca.indeed.com/rc/clk?jk=bbed9a8359179d5d&fccid=2bef55e014d470c4&vjs=3,False
Business Support Analyst (Customer Service),"$70,000 - $80,000 a year",https://ca.indeed.com/company/Common-Wealth-Retirement/jobs/Business-Support-Analyst-be470f9bb040335e?fccid=cab1bbf01d5e7a02&vjs=3,False
Business Intelligence Intern,,https://ca.indeed.com/rc/clk?jk=1f32852de2721a4c&fccid=e967e2adf60716db&vjs=3,False
AML Analyst,$20 - $60 an hour,https://ca.indeed.com/company/the-AML-Shop/jobs/Aml-Analyst-89a141cb180eb580?fccid=6b6c64f754a631fd&vjs=3,False
Data Analyst,,https://ca.indeed.com/rc/clk?jk=7caafd96057cf256&fccid=b3568b43a02940b1&vjs=3,False
Process Automation/Data Analyst,,https://ca.indeed.com/rc/clk?jk=01faf5b548522fb8&fccid=5d3ed74ca4598964&vjs=3,False
Data Analyst,"$60,000 - $70,000 a year",https://ca.indeed.com/company/Ontario-Council-on-Articulation-and-Transfer/jobs/Data-Analyst-631afd1df554ea31?fccid=d8834da5d3d2c9bd&vjs=3,True
"Analyst, Business Intelligence",,https://ca.indeed.com/rc/clk?jk=7f52e40346bf010b&fccid=b726a5ebc0841dee&vjs=3,False
Product Data Analyst,,https://ca.indeed.com/company/Perpetua/jobs/Product-Data-Analyst-8b79773c9725f277?fccid=a00f1912ba0e5a8a&vjs=3,False
Sales Data Analyst,,https://ca.indeed.com/rc/clk?jk=bc80e0bf8782f760&fccid=8c0f957d3a36bdeb&vjs=3,False
Business Systems Analyst I,"$55,000 - $65,000 a year",https://ca.indeed.com/company/Portfolio-Aid/jobs/Business-System-Analyst-ebed19dd7642accf?fccid=572339ec41d6d0d9&vjs=3,False
Data Analyst,,https://ca.indeed.com/company/AdvantAge-Ontario/jobs/Data-Analyst-5b96227d4ccaa859?fccid=f29a96ff69fb2a26&vjs=3,False
Data Analyst - theScore Bet,,https://ca.indeed.com/company/theScore/jobs/Data-Analyst-49e75f6e0c77b9d2?fccid=61886c0c5a7451c8&vjs=3,False
Senior Risk Data Analyst,,https://ca.indeed.com/rc/clk?jk=670e96c8ca1d9146&fccid=d5a5824be27ba831&vjs=3,False
STATISTICIAN AND RESEARCH ANALYST,"$71,381 a year",https://ca.indeed.com/rc/clk?jk=69b2481235a89095&fccid=e26b40fc098d20e4&vjs=3,False
"Analyst, Mutual Funds",,https://ca.indeed.com/rc/clk?jk=72cde94291dbefc2&fccid=3a429036b3725efa&vjs=3,False
Data Analyst,"$3,000 - $3,200 a month",https://ca.indeed.com/company/RMSI-Inc/jobs/Data-Analyst-fc709c6678848f24?fccid=ec298d344d60301f&vjs=3,False
Institutional Analyst,,https://ca.indeed.com/rc/clk?jk=bc0bdccb9c0b48d9&fccid=537b899e30af3338&vjs=3,False
Business Analyst,,https://ca.indeed.com/rc/clk?jk=9a0fa4fbc70cb9b2&fccid=915628603ff911ad&vjs=3,False
Research Analyst Intern - Summer 2022,,https://ca.indeed.com/rc/clk?jk=c65fbf798707e3c5&fccid=4867f0e75c4d6ed6&vjs=3,False
Client Experience Analyst,,https://ca.indeed.com/company/People-Corporation/jobs/Client-Experience-Analyst-564f9074a8f0675a?fccid=32e135964a3d9c32&vjs=3,False
Business/Data Analyst,"$100,000 - $120,000 a year",https://ca.indeed.com/rc/clk?jk=b66e6a589b198ece&fccid=7e646b8cb4a11b13&vjs=3,False
Data Analyst - Remote,,https://ca.indeed.com/rc/clk?jk=a8d29e231c30760e&fccid=4bcbc8cc86f1169e&vjs=3,False
Category Business Analyst – Child Travel & Baby,,https://ca.indeed.com/rc/clk?jk=567773c4cc3c903b&fccid=2e16043297423070&vjs=3,True
Junior Business Analyst,,https://ca.indeed.com/rc/clk?jk=6df9bffcdc0723d2&fccid=2fd2931f37a48e59&vjs=3,False
"Lead Data Analyst (Toronto, ON)",,https://ca.indeed.com/rc/clk?jk=67c3d455a80b4d40&fccid=537b899e30af3338&vjs=3,True
HRIS Analyst - Remote,,https://ca.indeed.com/rc/clk?jk=1b8ba5724a07f357&fccid=facab5dee1aa0a96&vjs=3,False
IT Reporting Analyst,,https://ca.indeed.com/rc/clk?jk=92218bf4d20acbdd&fccid=3639654bd4055c70&vjs=3,True
Revenue Management Analyst,,https://ca.indeed.com/rc/clk?jk=98d9786eecb1cd8e&fccid=2a2ba836c1082d47&vjs=3,False
"Lead Data Analyst (Toronto, ON)",,https://ca.indeed.com/rc/clk?jk=67c3d455a80b4d40&fccid=537b899e30af3338&vjs=3,True
HRIS Analyst - Remote,,https://ca.indeed.com/rc/clk?jk=1b8ba5724a07f357&fccid=facab5dee1aa0a96&vjs=3,False
IT Reporting Analyst,,https://ca.indeed.com/rc/clk?jk=92218bf4d20acbdd&fccid=3639654bd4055c70&vjs=3,True
Revenue Management Analyst,,https://ca.indeed.com/rc/clk?jk=98d9786eecb1cd8e&fccid=2a2ba836c1082d47&vjs=3,False
"Analyst, Cyber Security Operations Centre",,https://ca.indeed.com/rc/clk?jk=199b38ad77d8c2f1&fccid=fb805c6a170f5f18&vjs=3,False
Business Analyst,,https://ca.indeed.com/company/Motoinsight/jobs/Business-Analyst-a70a147dbc844cd5?fccid=dc87345119fe5575&vjs=3,False
TELUS Summer Coop/Student Position: Business Information Sys...,,https://ca.indeed.com/rc/clk?jk=8ea418dd671ca2c3&fccid=ed81336789a877c2&vjs=3,False
Business Analyst,"$55,000 a year",https://ca.indeed.com/company/Fulfillment-IQ/jobs/Business-Analyst-47fea5a8437d8e2d?fccid=a86ce4e47f7a066a&vjs=3,False
Jr. Data/Reporting Analyst,,https://ca.indeed.com/rc/clk?jk=2eb25392f65571fd&fccid=ca1eb7a6353c159a&vjs=3,False
Big Data Application Support Analyst,,https://ca.indeed.com/rc/clk?jk=27b092ca04aba636&fccid=d7114f1cac8d0711&vjs=3,False
"Business Analyst, GSC",,https://ca.indeed.com/rc/clk?jk=735fe8e76a231088&fccid=be90d89fb010b0bf&vjs=3,False
Supply Chain Analyst,,https://ca.indeed.com/rc/clk?jk=b0263d98d72a0fa4&fccid=cbda9e3eac3bb996&vjs=3,True
Data Analyst,,https://ca.indeed.com/rc/clk?jk=41e0fe5a1b6f1e2c&fccid=43a69183767d4301&vjs=3,False
Junior Business Analyst,,https://ca.indeed.com/rc/clk?jk=d299d9d39d4d0ef4&fccid=33acc38b1b0a2060&vjs=3,False
Business Analyst,"$51,000 a year",https://ca.indeed.com/rc/clk?jk=9289aa9369d5af81&fccid=02e72612c7c0d1ce&vjs=3,False
Supply Chain Analyst,,https://ca.indeed.com/rc/clk?jk=b0263d98d72a0fa4&fccid=cbda9e3eac3bb996&vjs=3,True
Data Analyst,,https://ca.indeed.com/rc/clk?jk=41e0fe5a1b6f1e2c&fccid=43a69183767d4301&vjs=3,False
Junior Business Analyst,,https://ca.indeed.com/rc/clk?jk=d299d9d39d4d0ef4&fccid=33acc38b1b0a2060&vjs=3,False
Business Analyst,"$51,000 a year",https://ca.indeed.com/rc/clk?jk=9289aa9369d5af81&fccid=02e72612c7c0d1ce&vjs=3,False
Modelling/Forecasting Sr Analyst,,https://ca.indeed.com/rc/clk?jk=181d25b0e82e3db7&fccid=d7114f1cac8d0711&vjs=3,False
"Analyst, Tech Control Testing",,https://ca.indeed.com/rc/clk?jk=970edf8ff2987bc9&fccid=3002307a9e5b4706&vjs=3,False
Data Analyst,,https://ca.indeed.com/rc/clk?jk=4877e152e13b2e98&fccid=5bcd1ef0a7f4fb99&vjs=3,False
Data Analyst,,https://ca.indeed.com/rc/clk?jk=7a13e18c55cecd01&fccid=b9c095311d89cb77&vjs=3,False
Summer 2022 Co-op: Data Experience & Business Analyst,,https://ca.indeed.com/rc/clk?jk=4f0127277757ce64&fccid=b5583ca8df6a68c3&vjs=3,False
Data Visualization Specialist,,https://ca.indeed.com/rc/clk?jk=537313d50f90bbb3&fccid=3639654bd4055c70&vjs=3,True
"Analyst, Digital Product & Customer Analytics",,https://ca.indeed.com/rc/clk?jk=51cc485c89ac89b7&fccid=2e16043297423070&vjs=3,False
Business Analyst,,https://ca.indeed.com/company/Resolute-Technology-Solutions-Inc/jobs/Business-Analyst-764d10ce2d7b85b1?fccid=6894cee0884477f7&vjs=3,False
Part-time Research Analyst,$22 - $25 an hour,"https://ca.indeed.com/company/Ontario-Tobacco-Research-Unit,-University-of-Toronto/jobs/Part-Time-Research-Analyst-c0ea18603844a2a9?fccid=9614f60ed59b5958&vjs=3",False
Product Data Analyst,,https://ca.indeed.com/rc/clk?jk=a4fae4d1f18cb7ae&fccid=0d24f3d7d05a03be&vjs=3,False
Data Analyst,,https://ca.indeed.com/rc/clk?jk=2358738e9e62f35a&fccid=2df6a1e69a70a1e7&vjs=3,False
Business Analyst,,https://ca.indeed.com/company/Foxquilt/jobs/Business-Analyst-357565c89c615969?fccid=0fc93166d4652d88&vjs=3,False
Business Analyst,,https://ca.indeed.com/rc/clk?jk=2b6baa7a37b56a7c&fccid=537b899e30af3338&vjs=3,True
Data Analyst,,https://ca.indeed.com/rc/clk?jk=a2aa597b39bd1f3b&fccid=90a879ec57bb8dcb&vjs=3,False
Business Systems Analyst III,,https://ca.indeed.com/rc/clk?jk=886a936d883bfed6&fccid=d7114f1cac8d0711&vjs=3,False
Data Quality Analyst,,https://ca.indeed.com/rc/clk?jk=a699c49d090c2cb9&fccid=9997d9956aec4c4f&vjs=3,False
Data Analyst,,https://ca.indeed.com/rc/clk?jk=8259e75c4c4c62c5&fccid=b7c8bc97151e1c48&vjs=3,False
"Business Analyst, Analytics and Automation",,https://ca.indeed.com/rc/clk?jk=a450f9b0f01f2c13&fccid=9aa40cd2accb7367&vjs=3,False
"Senior Analyst, Business Intelligence & Reporting",,https://ca.indeed.com/rc/clk?jk=e93e0b54ad09313f&fccid=fd5fe36fc41af604&vjs=3,False
Operations Analyst - New Grad Program,,https://ca.indeed.com/rc/clk?jk=6fd093bae8e701bf&fccid=3c8d88ba21d4badb&vjs=3,False
Senior Data Analyst,,https://ca.indeed.com/rc/clk?jk=90075dba284f70d6&fccid=ea2f3473c53cb525&vjs=3,False
Operations Analyst,,https://ca.indeed.com/rc/clk?jk=973701024a2d2350&fccid=43a69183767d4301&vjs=3,False
SENIOR BUSINESS ANALYST,"$74,877 - $110,338 a year",https://ca.indeed.com/rc/clk?jk=27ba983ca1c50c94&fccid=6147701bd14f2451&vjs=3,True
Data Analyst (Growth-Marketing),,https://ca.indeed.com/company/Game-Hive/jobs/Data-Analyst-f2cdc83be27c5df7?fccid=14fcbdb0bd2b535f&vjs=3,False
Resource Management Data Analyst,,https://ca.indeed.com/rc/clk?jk=173f0e596e5ab13f&fccid=b17275e0e2e94bdf&vjs=3,True
Analyst - Decision Support,$31.88 - $39.00 an hour,https://ca.indeed.com/rc/clk?jk=0856443985787fb9&fccid=2bef55e014d470c4&vjs=3,False
Product Data Analyst,,https://ca.indeed.com/rc/clk?jk=4466c7bc882b9a0a&fccid=b7254da6203c84b3&vjs=3,False
Business Analyst,,https://ca.indeed.com/company/Plan-Group/jobs/Business-Analyst-1c969585372a9156?fccid=4d39968e1da6faa3&vjs=3,False
Analyst - Retail,,https://ca.indeed.com/rc/clk?jk=1926c622fc52393c&fccid=7cb2f2a8d7f35bee&vjs=3,False
Planning Improvement Analyst,,https://ca.indeed.com/rc/clk?jk=3e38c4ad9d6d2368&fccid=1cd7bac8475b31c6&vjs=3,False
Big Data and AI Analyst,,https://ca.indeed.com/rc/clk?jk=d591f71cb629232d&fccid=5d784228b1eee537&vjs=3,False
Data Analyst,,https://ca.indeed.com/rc/clk?jk=584bda13474ff280&fccid=46ea6f509dcaed61&vjs=3,False
Data Remediation Analyst,,https://ca.indeed.com/rc/clk?jk=786b6afdaf8bdf7c&fccid=d7114f1cac8d0711&vjs=3,False
"Intern, Business Intelligence, Data Engineer",,https://ca.indeed.com/rc/clk?jk=b53df738704913a9&fccid=b726a5ebc0841dee&vjs=3,False
Geospatial Data Analyst,,https://ca.indeed.com/rc/clk?jk=ef372ded7b98d7cd&fccid=bfb6e6f5f56e4764&vjs=3,True
Junior Business Analyst,,https://ca.indeed.com/company/JAM-Direct/jobs/Junior-Business-Analyst-6d4a32107ed40ddc?fccid=bf93198521f51a15&vjs=3,False
"Senior Analyst (RE-05), Risk & Data Analytics","$92,600 - $119,300 a year",https://ca.indeed.com/rc/clk?jk=2218ae9fa09d98ad&fccid=8aa619a8c406ac17&vjs=3,True
Business Intelligent Analyst,"$65,000 a year",https://ca.indeed.com/company/KMH-Cardiology-Centres-Inc./jobs/Business-Intelligent-Analyst-75f2ab53b9d73006?fccid=f0207c1614557af3&vjs=3,False
"Analyst, Tax - Transfer Pricing [Summer Intern 2022]",,https://ca.indeed.com/rc/clk?jk=7ac445f4f1bad9b9&fccid=7ac82fceed64aa81&vjs=3,True
Data Integrity Analyst Surgical Program (NSQIP),,https://ca.indeed.com/rc/clk?jk=2c3004631ee3dec7&fccid=1e90be9374de5a8b&vjs=3,False
Data Analyst,,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BbF-KjdQRNlRBoxYAUEmnFGruzAMHGeZxEvq_YdqVparusL-QhxX-hciCDhRfRiICfg5T4wEQ8T3_WJDbn-pK45r9OYzmxpwJiL1kJTzU-F0rYByDT0_VN_vSoTe8lUujCeN_yvFPw-fil3NdJm8kwiKNo0G0bKS_16QgW3VIIyBs6AwK2T1XCvgByDMGBGLbcGfMDp0zfx5up3NQyfGQYrXjdTs5QTRn51bWfKJScQXXRcuO-j1PsZaienBbKA5g0VJ61F24K5TvJZvzlPKSV4Qm-5eYuudq8COl3BxI-D3zjf5eb6iLwgSJVeS8Fz1TI81yY4xDJvAjlvfctkxhTP3he8nueJ3SCMqhNmJmNwkc8tofCoQ2KsN8cq2e2lwXL--VQ3wdnyyPUBR8ccftpTLchDeeVLjDCCv6uFEZQxkautwrQS23OHKNjzvln3S3irUG2nxV0ndVG5zjTYrmvG5_5sPlMF4HpOM2y95jxENZ3msGlL_vAcTPPfboFcPUDporzAUqX8Lf2zUXT3yql3ZcMsoBf4H_LbsfbMtCQEFIM4rwAIPi2SYe_iF4ZCWIVITM-rhY8nmQvWDqEAM43&p=5&fvj=0&vjs=3,False
Data Analyst,,https://ca.indeed.com/company/Stack-IT/jobs/Data-Analyst-c0330104239ff429?fccid=57f6df36ec389c86&vjs=3,False
Data Analyst - theScore Bet,,https://ca.indeed.com/rc/clk?jk=bdab4a170343170c&fccid=756792e6074f86f0&vjs=3,False
Business Systems Analyst III,,https://ca.indeed.com/rc/clk?jk=886a936d883bfed6&fccid=d7114f1cac8d0711&vjs=3,False
Business Analyst,,https://ca.indeed.com/company/Emonics-LLC/jobs/Business-Analyst-b9f0ff9d9c9a03da?fccid=5275edd1f3f2b774&vjs=3,False
Junior Patent Analyst,,https://ca.indeed.com/company/Innovation-Asset-Collective/jobs/Junior-Patent-Analyst-8424082e64615272?fccid=3d671c24cb28d1b3&vjs=3,False
Data Analyst,,https://ca.indeed.com/company/Mawer-Investment-Management-Ltd./jobs/Data-Analyst-28a53a1a902855f6?fccid=349df2b00601443f&vjs=3,False
Technical Analyst (Critical Facilities/Data Centres),,https://ca.indeed.com/rc/clk?jk=b8f7d27d9ac5b991&fccid=3002307a9e5b4706&vjs=3,False
Business Analyst - Hybrid,,https://ca.indeed.com/rc/clk?jk=75d6911da4f26edc&fccid=834cd83e24f97484&vjs=3,False
"Senior Analyst, Business Analytics, Performance Management D...",,https://ca.indeed.com/rc/clk?jk=1c1becf934e6a596&fccid=f99648405c7e9e3a&vjs=3,True
Business Analyst,,https://ca.indeed.com/rc/clk?jk=19da5257e5ddb3d0&fccid=01a5b39f260f43cd&vjs=3,False
Planning Analyst,,https://ca.indeed.com/rc/clk?jk=c1c28c6630e8ec83&fccid=f8178226893d249d&vjs=3,False
Data and Research Analyst,"$56,213 - $63,808 a year",https://ca.indeed.com/company/Youthlink/jobs/Data-Research-Analyst-7ad4883e3dad6be9?fccid=a1e12f85cafa63dc&vjs=3,False
Risk Analyst,,https://ca.indeed.com/rc/clk?jk=6578646f624bea74&fccid=da7e311c317bdfb0&vjs=3,True
"Data Analyst, Growth",,https://ca.indeed.com/rc/clk?jk=32a156fe1b10d8f2&fccid=dca2e344433f10ee&vjs=3,False
Lead Data Analyst - Remote,"$100,000 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhEKUvdCKx0uHayhhGdArhclzBPbbmRYgRAr6kXNDNtW2xr7etK545jmHd6d_3EL2B7MvI9Tvg7g7l9QthRkitfF8u7f3cQpdjUGfUgBXTqa2du_YO8ul47ynthymFCv6lgTZdfIrxIvZWj35q-WsigEgILF_xTChngG3yspH23ZYyMhXbBG9RmV6Rwxu-mLdtIBlgFGQORkwQY57YkoQr76iU4eaVOvWJ7kYTnj9aX8nBa3z-7LJX53UsmIuxlBTm4Isxx_flQqzPm9AytfjuUe5L185CmxjkezYdrqvGGINJy5G839GTithsU3-aiuJs4crts5O7Q513hPv3yZqXMOVdRhkF4EddYWRyqGEGfdbyPywjjFYVyjT4qHj2TAhXI-BM5-drXe1TtvoYm9EE7nQwD_TsaJf4ZK-sRHKC-M0sBCtWIYplH1P8vxgOiotoKgxBK8dyGs3dtPpcBnnhlZXxLfEjm89JTtdrEk8wJJYtmYuFBLMD7qj4SDvyCfbg-0qpvPjchJ5Z3afva3SHssGHcSodWuKSzJNNj2zIFA==&p=9&fvj=0&vjs=3,False
Business Analyst / Coordinator,,https://ca.indeed.com/rc/clk?jk=4e386a26be861785&fccid=537b899e30af3338&vjs=3,True
Technical Analyst (Critical Facilities/Data Centres),,https://ca.indeed.com/rc/clk?jk=b8f7d27d9ac5b991&fccid=3002307a9e5b4706&vjs=3,False
Risk Analyst,,https://ca.indeed.com/rc/clk?jk=6578646f624bea74&fccid=da7e311c317bdfb0&vjs=3,True
Summer 2022 Business Intelligence & Analytics Internship,,https://ca.indeed.com/rc/clk?jk=91b359784817ede4&fccid=614604a6208fa23b&vjs=3,False
Data and Research Analyst,"$56,213 - $63,808 a year",https://ca.indeed.com/company/Youthlink/jobs/Data-Research-Analyst-7ad4883e3dad6be9?fccid=a1e12f85cafa63dc&vjs=3,False
Business Analyst,,https://ca.indeed.com/rc/clk?jk=2d936af43fb3fb27&fccid=31f5b5274822bd3b&vjs=3,False
Data Analyst,,https://ca.indeed.com/rc/clk?jk=58b3da505c5dbbb6&fccid=041c6d99171d1471&vjs=3,False
Data Analyst,,https://ca.indeed.com/rc/clk?jk=c9104ba301373fcc&fccid=cc0861c00ab24001&vjs=3,False
Data Strategy Analyst/Sr. Analyst,,https://ca.indeed.com/rc/clk?jk=1e74c420ee5127e6&fccid=4027cfd917e1ee29&vjs=3,False
Data Analyst,"$70,688 a year",https://ca.indeed.com/rc/clk?jk=a92d05feff33f0e0&fccid=78311129365d34c7&vjs=3,True
"Senior Analyst, Canadian Fixed-Income Operations",,https://ca.indeed.com/rc/clk?jk=71660073f7cecf78&fccid=3a429036b3725efa&vjs=3,False
Business Analyst,,https://ca.indeed.com/company/Anurish-Tech-Consultants/jobs/Business-Analyst-ffc43f712f48ccd9?fccid=732bb95969fdc1e5&vjs=3,False
Transfer Pricing Analyst,,https://ca.indeed.com/rc/clk?jk=ce49ff70ac2521cc&fccid=3639654bd4055c70&vjs=3,True
